circRNA,Alias
hsa_circRNA_056939,hsa_circ_0056939
hsa_circRNA_003912,hsa_circ_0003912
hsa_circRNA_104831,hsa_circ_0087570
hsa_circRNA_104664,hsa_circ_0006623
hsa_circRNA_102995,hsa_circ_0059409
hsa_circRNA_012592,hsa_circ_0012592
hsa_circRNA_018609,hsa_circ_0018609
hsa_circRNA_078715,hsa_circ_0078715
hsa_circRNA_074063,hsa_circ_0074063
hsa_circRNA_101248,hsa_circ_0029976
hsa_circRNA_003265,hsa_circ_0003265
hsa_circRNA_101474,hsa_circ_0034510
hsa_circRNA_103739,hsa_circ_0070953
hsa_circRNA_003197,hsa_circ_0003197
hsa_circRNA_102260,hsa_circ_0007781
hsa_circRNA_102255,hsa_circ_0046523
hsa_circRNA_102299,hsa_circ_0046882
hsa_circRNA_101438,hsa_circ_0033165
hsa_circRNA_004825,hsa_circ_0004825
hsa_circRNA_104339,hsa_circ_0079675
hsa_circRNA_104241,hsa_circ_0004019
hsa_circRNA_049228,hsa_circ_0049228
hsa_circRNA_003545,hsa_circ_0003545
hsa_circRNA_042437,hsa_circ_0042437
hsa_circRNA_054345,hsa_circ_0054345
hsa_circRNA_102591,hsa_circ_0051959
hsa_circRNA_005255,hsa_circ_0005255
hsa_circRNA_101206,hsa_circ_0029377
hsa_circRNA_007884,hsa_circ_0007884
hsa_circRNA_019917,hsa_circ_0019917
hsa_circRNA_102952,hsa_circ_0058806
hsa_circRNA_049052,hsa_circ_0049052
hsa_circRNA_010985,hsa_circ_0010985
hsa_circRNA_103995,hsa_circ_0003868
hsa_circRNA_005613,hsa_circ_0005613
hsa_circRNA_102183,hsa_circ_0004392
hsa_circRNA_014352,hsa_circ_0014352
hsa_circRNA_063763,hsa_circ_0063763
hsa_circRNA_104062,hsa_circ_0001578
hsa_circRNA_011445,hsa_circ_0011445
hsa_circRNA_005398,hsa_circ_0005398
hsa_circRNA_082572,hsa_circ_0082572
hsa_circRNA_083996,hsa_circ_0083996
hsa_circRNA_000270,hsa_circ_0000270
hsa_circRNA_101592,hsa_circ_0036287
hsa_circRNA_008332,hsa_circ_0008332
hsa_circRNA_054189,hsa_circ_0054189
hsa_circRNA_076313,hsa_circ_0076313
hsa_circRNA_007169,hsa_circ_0007169
hsa_circRNA_003391,hsa_circ_0003391
hsa_circRNA_104639,hsa_circ_0084669
hsa_circRNA_005505,hsa_circ_0005505
hsa_circRNA_101594,hsa_circ_0006601
hsa_circRNA_101595,hsa_circ_0000633
hsa_circRNA_103142,hsa_circ_0061920
hsa_circRNA_064886,hsa_circ_0064886
hsa_circRNA_000763,hsa_circ_0000763
hsa_circRNA_001680,hsa_circ_0001680
hsa_circRNA_006210,hsa_circ_0006210
hsa_circRNA_004083,hsa_circ_0004083
hsa_circRNA_003621,hsa_circ_0003621
hsa_circRNA_102044,hsa_circ_0043249
hsa_circRNA_104661,hsa_circ_0004366
hsa_circRNA_002695,hsa_circ_0002695
hsa_circRNA_101035,hsa_circ_0008250
hsa_circRNA_103241,hsa_circ_0063577
hsa_circRNA_030060,hsa_circ_0030060
hsa_circRNA_100684,hsa_circ_0020048
hsa_circRNA_104299,hsa_circ_0007823
hsa_circRNA_071935,hsa_circ_0071935
hsa_circRNA_005558,hsa_circ_0005558
hsa_circRNA_040435,hsa_circ_0040435
hsa_circRNA_092520,hsa_circ_0001240
hsa_circRNA_101908,hsa_circ_0004945
hsa_circRNA_008544,hsa_circ_0008544
hsa_circRNA_001504,hsa_circ_0001504
hsa_circRNA_003819,hsa_circ_0003819
hsa_circRNA_103802,hsa_circ_0071991
hsa_circRNA_006027,hsa_circ_0006027
hsa_circRNA_101049,hsa_circ_0026046
hsa_circRNA_100302,hsa_circ_0013587
hsa_circRNA_101755,hsa_circ_0006485
hsa_circRNA_104074,hsa_circ_0002049
hsa_circRNA_101184,hsa_circ_0028944
hsa_circRNA_102942,hsa_circ_0058651
hsa_circRNA_100160,hsa_circ_0011536
hsa_circRNA_000125,hsa_circ_0000125
hsa_circRNA_102480,hsa_circ_0049965
hsa_circRNA_064552,hsa_circ_0064552
hsa_circRNA_019875,hsa_circ_0019875
hsa_circRNA_100679,hsa_circ_0005620
hsa_circRNA_005776,hsa_circ_0005776
hsa_circRNA_400064,hsa_circ_0092315
hsa_circRNA_100965,hsa_circ_0024501
hsa_circRNA_001041,hsa_circ_0001041
hsa_circRNA_000593,hsa_circ_0000550
hsa_circRNA_100332,hsa_circ_0014130
hsa_circRNA_102547,hsa_circ_0008719
hsa_circRNA_001725,hsa_circ_0001725
hsa_circRNA_009544,hsa_circ_0009544
hsa_circRNA_100441,hsa_circ_0007234
hsa_circRNA_101513,hsa_circ_0008488
hsa_circRNA_062547,hsa_circ_0062547
hsa_circRNA_102681,hsa_circ_0053958
hsa_circRNA_101130,hsa_circ_0008081
hsa_circRNA_103750,hsa_circ_0071129
hsa_circRNA_002207,hsa_circ_0002207
hsa_circRNA_003640,hsa_circ_0003640
hsa_circRNA_014522,hsa_circ_0014522
hsa_circRNA_100216,hsa_circ_0008202
hsa_circRNA_400048,hsa_circ_0092327
hsa_circRNA_081209,hsa_circ_0081209
hsa_circRNA_102042,hsa_circ_0043230
hsa_circRNA_102141,hsa_circ_0044948
hsa_circRNA_102634,hsa_circ_0005383
hsa_circRNA_101226,hsa_circ_0029634
hsa_circRNA_000956,hsa_circ_0001489
hsa_circRNA_101362,hsa_circ_0004244
hsa_circRNA_005176,hsa_circ_0005176
hsa_circRNA_103282,hsa_circ_0064196
hsa_circRNA_100498,hsa_circ_0017109
hsa_circRNA_101549,hsa_circ_0035729
hsa_circRNA_105031,hsa_circ_0091570
hsa_circRNA_053015,hsa_circ_0053015
hsa_circRNA_103752,hsa_circ_0006867
hsa_circRNA_103588,hsa_circ_0068925
hsa_circRNA_001335,hsa_circ_0001335
hsa_circRNA_100791,hsa_circ_0004851
hsa_circRNA_011480,hsa_circ_0011480
hsa_circRNA_011477,hsa_circ_0011477
hsa_circRNA_062912,hsa_circ_0062912
hsa_circRNA_029930,hsa_circ_0029930
hsa_circRNA_035855,hsa_circ_0035855
hsa_circRNA_019960,hsa_circ_0019960
hsa_circRNA_104228,hsa_circ_0078328
hsa_circRNA_104710,hsa_circ_0006421
hsa_circRNA_102788,hsa_circ_0055864
hsa_circRNA_040097,hsa_circ_0040097
hsa_circRNA_101547,hsa_circ_0000613
hsa_circRNA_101323,hsa_circ_0008758
hsa_circRNA_004226,hsa_circ_0004226
hsa_circRNA_104357,hsa_circ_0080000
hsa_circRNA_101084,hsa_circ_0027035
hsa_circRNA_071824,hsa_circ_0071824
hsa_circRNA_036766,hsa_circ_0036766
hsa_circRNA_000023,hsa_circ_0000023
hsa_circRNA_100529,hsa_circ_0000206
hsa_circRNA_104789,hsa_circ_0087232
hsa_circRNA_091365,hsa_circ_0091365
hsa_circRNA_037377,hsa_circ_0037377
hsa_circRNA_101971,hsa_circ_0041829
hsa_circRNA_018746,hsa_circ_0018746
hsa_circRNA_063179,hsa_circ_0063179
hsa_circRNA_100385,hsa_circ_0004370
hsa_circRNA_005731,hsa_circ_0005731
hsa_circRNA_000289,hsa_circ_0000289
hsa_circRNA_104692,hsa_circ_0085616
hsa_circRNA_103180,hsa_circ_0007312
hsa_circRNA_045556,hsa_circ_0045556
hsa_circRNA_062746,hsa_circ_0062746
hsa_circRNA_103265,hsa_circ_0063862
hsa_circRNA_004208,hsa_circ_0004208
hsa_circRNA_036592,hsa_circ_0036592
hsa_circRNA_101138,hsa_circ_0028135
hsa_circRNA_102526,hsa_circ_0006211
hsa_circRNA_101536,hsa_circ_0035482
hsa_circRNA_059616,hsa_circ_0059616
hsa_circRNA_026646,hsa_circ_0026646
hsa_circRNA_000060,hsa_circ_0000060
hsa_circRNA_001432,hsa_circ_0001432
hsa_circRNA_000274,hsa_circ_0000919
hsa_circRNA_102291,hsa_circ_0006114
hsa_circRNA_000356,hsa_circ_0000356
hsa_circRNA_101374,hsa_circ_0000545
hsa_circRNA_080414,hsa_circ_0080414
hsa_circRNA_104060,hsa_circ_0007218
hsa_circRNA_104429,hsa_circ_0081308
hsa_circRNA_102236,hsa_circ_0000815
hsa_circRNA_092469,hsa_circ_0000931
hsa_circRNA_005490,hsa_circ_0005490
hsa_circRNA_042994,hsa_circ_0042994
hsa_circRNA_103073,hsa_circ_0060558
hsa_circRNA_045893,hsa_circ_0045893
hsa_circRNA_092457,hsa_circ_0000868
hsa_circRNA_100553,hsa_circ_0017777
hsa_circRNA_103161,hsa_circ_0062277
hsa_circRNA_102241,hsa_circ_0046435
hsa_circRNA_074598,hsa_circ_0074598
hsa_circRNA_104994,hsa_circ_0090410
hsa_circRNA_008222,hsa_circ_0008222
hsa_circRNA_100473,hsa_circ_0016781
hsa_circRNA_100405,hsa_circ_0002846
hsa_circRNA_101988,hsa_circ_0042196
hsa_circRNA_009541,hsa_circ_0009541
hsa_circRNA_021555,hsa_circ_0021555
hsa_circRNA_101094,hsa_circ_0027478
hsa_circRNA_104618,hsa_circ_0084353
hsa_circRNA_101564,hsa_circ_0035946
hsa_circRNA_033018,hsa_circ_0033018
hsa_circRNA_000276,hsa_circ_0000276
hsa_circRNA_100966,hsa_circ_0004293
hsa_circRNA_104338,hsa_circ_0079673
hsa_circRNA_102702,hsa_circ_0054243
hsa_circRNA_002829,hsa_circ_0002829
hsa_circRNA_100452,hsa_circ_0016433
hsa_circRNA_066874,hsa_circ_0066874
hsa_circRNA_102400,hsa_circ_0004667
hsa_circRNA_100075,hsa_circ_0010386
hsa_circRNA_000887,hsa_circ_0000887
hsa_circRNA_100456,hsa_circ_0008788
hsa_circRNA_104389,hsa_circ_0080436
hsa_circRNA_056731,hsa_circ_0056731
hsa_circRNA_104247,hsa_circ_0078465
hsa_circRNA_001156,hsa_circ_0001156
hsa_circRNA_100036,hsa_circ_0009582
hsa_circRNA_100537,hsa_circ_0002665
hsa_circRNA_102852,hsa_circ_0057072
hsa_circRNA_038565,hsa_circ_0038565
hsa_circRNA_001159,hsa_circ_0001159
hsa_circRNA_008689,hsa_circ_0008689
hsa_circRNA_030389,hsa_circ_0030389
hsa_circRNA_104925,hsa_circ_0088681
hsa_circRNA_102084,hsa_circ_0043976
hsa_circRNA_013552,hsa_circ_0013552
hsa_circRNA_021412,hsa_circ_0021412
hsa_circRNA_104812,hsa_circ_0007351
hsa_circRNA_004819,hsa_circ_0004819
hsa_circRNA_006522,hsa_circ_0006522
hsa_circRNA_070905,hsa_circ_0070905
hsa_circRNA_100360,hsa_circ_0005758
hsa_circRNA_104687,hsa_circ_0085567
hsa_circRNA_090155,hsa_circ_0090155
hsa_circRNA_009618,hsa_circ_0009618
hsa_circRNA_074217,hsa_circ_0074217
hsa_circRNA_006920,hsa_circ_0006920
hsa_circRNA_004731,hsa_circ_0004731
hsa_circRNA_101626,hsa_circ_0036610
hsa_circRNA_008213,hsa_circ_0008213
hsa_circRNA_101432,hsa_circ_0000563
hsa_circRNA_400093,hsa_circ_0092290
hsa_circRNA_026768,hsa_circ_0026768
hsa_circRNA_102068,hsa_circ_0043557
hsa_circRNA_104643,hsa_circ_0084679
hsa_circRNA_009213,hsa_circ_0009213
hsa_circRNA_100835,hsa_circ_0022502
hsa_circRNA_103929,hsa_circ_0073736
hsa_circRNA_003601,hsa_circ_0003601
hsa_circRNA_074450,hsa_circ_0074450
hsa_circRNA_011164,hsa_circ_0011164
hsa_circRNA_104284,hsa_circ_0079064
hsa_circRNA_020240,hsa_circ_0020240
hsa_circRNA_087162,hsa_circ_0087162
hsa_circRNA_029349,hsa_circ_0029349
hsa_circRNA_003065,hsa_circ_0003065
hsa_circRNA_081626,hsa_circ_0081626
hsa_circRNA_047235,hsa_circ_0047235
hsa_circRNA_102194,hsa_circ_0045638
hsa_circRNA_100182,hsa_circ_0005157
hsa_circRNA_102720,hsa_circ_0005045
hsa_circRNA_104779,hsa_circ_0087051
hsa_circRNA_025825,hsa_circ_0025825
hsa_circRNA_002844,hsa_circ_0002844
hsa_circRNA_046974,hsa_circ_0046974
hsa_circRNA_102504,hsa_circ_0050386
hsa_circRNA_100843,hsa_circ_0022599
hsa_circRNA_103244,hsa_circ_0008806
hsa_circRNA_022430,hsa_circ_0022430
hsa_circRNA_044328,hsa_circ_0044328
hsa_circRNA_024246,hsa_circ_0024246
hsa_circRNA_092364,hsa_circ_0000031
hsa_circRNA_092580,hsa_circ_0001830
hsa_circRNA_004695,hsa_circ_0004695
hsa_circRNA_102609,hsa_circ_0008847
hsa_circRNA_102643,hsa_circ_0053033
hsa_circRNA_102468,hsa_circ_0002259
hsa_circRNA_101475,hsa_circ_0034528
hsa_circRNA_056019,hsa_circ_0056019
hsa_circRNA_060076,hsa_circ_0060076
hsa_circRNA_002994,hsa_circ_0002994
hsa_circRNA_043151,hsa_circ_0043151
hsa_circRNA_087986,hsa_circ_0087986
hsa_circRNA_102257,hsa_circ_0046525
hsa_circRNA_074047,hsa_circ_0074047
hsa_circRNA_102700,hsa_circ_0000994
hsa_circRNA_043297,hsa_circ_0043297
hsa_circRNA_102710,hsa_circ_0054404
hsa_circRNA_103669,hsa_circ_0070049
hsa_circRNA_101845,hsa_circ_0039992
hsa_circRNA_089659,hsa_circ_0089659
hsa_circRNA_103478,hsa_circ_0067492
hsa_circRNA_102593,hsa_circ_0052011
hsa_circRNA_000880,hsa_circ_0000880
hsa_circRNA_103141,hsa_circ_0008021
hsa_circRNA_100063,hsa_circ_0010039
hsa_circRNA_090920,hsa_circ_0090920
hsa_circRNA_104869,hsa_circ_0003697
hsa_circRNA_101855,hsa_circ_0004983
hsa_circRNA_101264,hsa_circ_0030292
hsa_circRNA_018242,hsa_circ_0018242
hsa_circRNA_100577,hsa_circ_0018038
hsa_circRNA_100017,hsa_circ_0000008
hsa_circRNA_040704,hsa_circ_0040704
hsa_circRNA_100069,hsa_circ_0002733
hsa_circRNA_104889,hsa_circ_0005456
hsa_circRNA_104840,hsa_circ_0002780
hsa_circRNA_102073,hsa_circ_0043812
hsa_circRNA_075912,hsa_circ_0075912
hsa_circRNA_103969,hsa_circ_0074243
hsa_circRNA_102794,hsa_circ_0055945
hsa_circRNA_087400,hsa_circ_0087400
hsa_circRNA_022487,hsa_circ_0022487
hsa_circRNA_100228,hsa_circ_0007330
hsa_circRNA_102979,hsa_circ_0059151
hsa_circRNA_104977,hsa_circ_0089852
hsa_circRNA_103622,hsa_circ_0002590
hsa_circRNA_102576,hsa_circ_0008001
hsa_circRNA_104592,hsa_circ_0006302
hsa_circRNA_101015,hsa_circ_0000378
hsa_circRNA_104428,hsa_circ_0081258
hsa_circRNA_101274,hsa_circ_0030427
hsa_circRNA_102024,hsa_circ_0042860
hsa_circRNA_040319,hsa_circ_0040319
hsa_circRNA_103109,hsa_circ_0061274
hsa_circRNA_100286,hsa_circ_0005720
hsa_circRNA_045502,hsa_circ_0045502
hsa_circRNA_102598,hsa_circ_0052131
hsa_circRNA_092388,hsa_circ_0000315
hsa_circRNA_000108,hsa_circ_0000108
hsa_circRNA_006875,hsa_circ_0006875
hsa_circRNA_104469,hsa_circ_0082140
hsa_circRNA_100857,hsa_circ_0023056
hsa_circRNA_001091,hsa_circ_0001091
hsa_circRNA_101832,hsa_circ_0039857
hsa_circRNA_101088,hsa_circ_0005358
hsa_circRNA_004531,hsa_circ_0004531
hsa_circRNA_103390,hsa_circ_0066147
hsa_circRNA_103703,hsa_circ_0070449
hsa_circRNA_104998,hsa_circ_0090750
hsa_circRNA_102033,hsa_circ_0043001
hsa_circRNA_064090,hsa_circ_0064090
hsa_circRNA_092390,hsa_circ_0001968
hsa_circRNA_028381,hsa_circ_0028381
hsa_circRNA_000997,hsa_circ_0001845
hsa_circRNA_100338,hsa_circ_0000130
hsa_circRNA_103771,hsa_circ_0071475
hsa_circRNA_104431,hsa_circ_0081323
hsa_circRNA_004843,hsa_circ_0004843
hsa_circRNA_014414,hsa_circ_0014414
hsa_circRNA_103086,hsa_circ_0060903
hsa_circRNA_101668,hsa_circ_0006663
hsa_circRNA_008229,hsa_circ_0008229
hsa_circRNA_101659,hsa_circ_0037060
hsa_circRNA_000319,hsa_circ_0000319
hsa_circRNA_102791,hsa_circ_0004814
hsa_circRNA_034614,hsa_circ_0034614
hsa_circRNA_036315,hsa_circ_0036315
hsa_circRNA_100108,hsa_circ_0011002
hsa_circRNA_100107,hsa_circ_0007537
hsa_circRNA_100887,hsa_circ_0023624
hsa_circRNA_001471,hsa_circ_0001471
hsa_circRNA_102544,hsa_circ_0050873
hsa_circRNA_005286,hsa_circ_0005286
hsa_circRNA_083757,hsa_circ_0083757
hsa_circRNA_103748,hsa_circ_0071124
hsa_circRNA_102508,hsa_circ_0050439
hsa_circRNA_076337,hsa_circ_0076337
hsa_circRNA_008705,hsa_circ_0008705
hsa_circRNA_058686,hsa_circ_0058686
hsa_circRNA_102179,hsa_circ_0007580
hsa_circRNA_104202,hsa_circ_0078017
hsa_circRNA_104959,hsa_circ_0089490
hsa_circRNA_001648,hsa_circ_0001648
hsa_circRNA_000601,hsa_circ_0000601
hsa_circRNA_102058,hsa_circ_0043403
hsa_circRNA_101820,hsa_circ_0039557
hsa_circRNA_104068,hsa_circ_0075705
hsa_circRNA_101817,hsa_circ_0004120
hsa_circRNA_051427,hsa_circ_0051427
hsa_circRNA_101588,hsa_circ_0036234
hsa_circRNA_101105,hsa_circ_0003514
hsa_circRNA_103100,hsa_circ_0061079
hsa_circRNA_005626,hsa_circ_0005626
hsa_circRNA_100580,hsa_circ_0018069
hsa_circRNA_089558,hsa_circ_0089558
hsa_circRNA_008059,hsa_circ_0008059
hsa_circRNA_102497,hsa_circ_0000918
hsa_circRNA_007071,hsa_circ_0007071
hsa_circRNA_101369,hsa_circ_0032253
hsa_circRNA_100634,hsa_circ_0006649
hsa_circRNA_001604,hsa_circ_0001604
hsa_circRNA_054326,hsa_circ_0054326
hsa_circRNA_091692,hsa_circ_0091692
hsa_circRNA_004895,hsa_circ_0004895
hsa_circRNA_102039,hsa_circ_0043138
hsa_circRNA_008166,hsa_circ_0008166
hsa_circRNA_104739,hsa_circ_0086419
hsa_circRNA_075386,hsa_circ_0075386
hsa_circRNA_001496,hsa_circ_0001496
hsa_circRNA_001473,hsa_circ_0001473
hsa_circRNA_102250,hsa_circ_0046464
hsa_circRNA_102463,hsa_circ_0004853
hsa_circRNA_103431,hsa_circ_0007897
hsa_circRNA_102858,hsa_circ_0007941
hsa_circRNA_092587,hsa_circ_0001899
hsa_circRNA_043398,hsa_circ_0043398
hsa_circRNA_000758,hsa_circ_0000758
hsa_circRNA_101509,hsa_circ_0035072
hsa_circRNA_000552,hsa_circ_0000434
hsa_circRNA_103341,hsa_circ_0065147
hsa_circRNA_102980,hsa_circ_0059175
hsa_circRNA_100187,hsa_circ_0003751
hsa_circRNA_006668,hsa_circ_0006668
hsa_circRNA_002010,hsa_circ_0000065
hsa_circRNA_102471,hsa_circ_0000907
hsa_circRNA_000074,hsa_circ_0000074
hsa_circRNA_000960,hsa_circ_0000960
hsa_circRNA_006823,hsa_circ_0006823
hsa_circRNA_062901,hsa_circ_0062901
hsa_circRNA_104525,hsa_circ_0083035
hsa_circRNA_103511,hsa_circ_0067971
hsa_circRNA_101396,hsa_circ_0002289
hsa_circRNA_102258,hsa_circ_0046527
hsa_circRNA_103741,hsa_circ_0007137
hsa_circRNA_091774,hsa_circ_0091774
hsa_circRNA_052037,hsa_circ_0052037
hsa_circRNA_008518,hsa_circ_0008518
hsa_circRNA_103067,hsa_circ_0004218
hsa_circRNA_104623,hsa_circ_0005403
hsa_circRNA_001302,hsa_circ_0001416
hsa_circRNA_102538,hsa_circ_0050745
hsa_circRNA_003022,hsa_circ_0003022
hsa_circRNA_100861,hsa_circ_0023180
hsa_circRNA_100803,hsa_circ_0000296
hsa_circRNA_101070,hsa_circ_0026512
hsa_circRNA_005875,hsa_circ_0005875
hsa_circRNA_002085,hsa_circ_0001077
hsa_circRNA_000297,hsa_circ_0000297
hsa_circRNA_104033,hsa_circ_0075329
hsa_circRNA_024008,hsa_circ_0024008
hsa_circRNA_065623,hsa_circ_0065623
hsa_circRNA_092568,hsa_circ_0001689
hsa_circRNA_104808,hsa_circ_0087357
hsa_circRNA_047460,hsa_circ_0047460
hsa_circRNA_007776,hsa_circ_0007776
hsa_circRNA_051401,hsa_circ_0051401
hsa_circRNA_102285,hsa_circ_0007706
hsa_circRNA_001688,hsa_circ_0001688
hsa_circRNA_104095,hsa_circ_0076055
hsa_circRNA_102147,hsa_circ_0004958
hsa_circRNA_104997,hsa_circ_0090518
hsa_circRNA_070948,hsa_circ_0070948
hsa_circRNA_101902,hsa_circ_0003098
hsa_circRNA_104978,hsa_circ_0089860
hsa_circRNA_048512,hsa_circ_0048512
hsa_circRNA_006795,hsa_circ_0006795
hsa_circRNA_006497,hsa_circ_0006497
hsa_circRNA_092408,hsa_circ_0000552
hsa_circRNA_005824,hsa_circ_0005824
hsa_circRNA_100908,hsa_circ_0023881
hsa_circRNA_001586,hsa_circ_0001586
hsa_circRNA_087557,hsa_circ_0087557
hsa_circRNA_064810,hsa_circ_0064810
hsa_circRNA_025636,hsa_circ_0025636
hsa_circRNA_100250,hsa_circ_0000081
hsa_circRNA_004203,hsa_circ_0004203
hsa_circRNA_103192,hsa_circ_0004547
hsa_circRNA_102775,hsa_circ_0055415
hsa_circRNA_103924,hsa_circ_0006500
hsa_circRNA_037134,hsa_circ_0037134
hsa_circRNA_006718,hsa_circ_0006718
hsa_circRNA_101156,hsa_circ_0028342
hsa_circRNA_100954,hsa_circ_0024271
hsa_circRNA_061695,hsa_circ_0061695
hsa_circRNA_008771,hsa_circ_0008771
hsa_circRNA_400052,hsa_circ_0092320
hsa_circRNA_029021,hsa_circ_0029021
hsa_circRNA_005931,hsa_circ_0005931
hsa_circRNA_400068,hsa_circ_0092314
hsa_circRNA_092514,hsa_circ_0001207
hsa_circRNA_104397,hsa_circ_0080553
hsa_circRNA_060633,hsa_circ_0060633
hsa_circRNA_074527,hsa_circ_0074527
hsa_circRNA_050055,hsa_circ_0050055
hsa_circRNA_000573,hsa_circ_0000573
hsa_circRNA_002630,hsa_circ_0002630
hsa_circRNA_103922,hsa_circ_0073568
hsa_circRNA_000308,hsa_circ_0000308
hsa_circRNA_007173,hsa_circ_0007173
hsa_circRNA_085159,hsa_circ_0085159
hsa_circRNA_000923,hsa_circ_0001249
hsa_circRNA_400085,hsa_circ_0092334
hsa_circRNA_067007,hsa_circ_0067007
hsa_circRNA_071668,hsa_circ_0071668
hsa_circRNA_104860,hsa_circ_0003965
hsa_circRNA_092465,hsa_circ_0000911
hsa_circRNA_104292,hsa_circ_0002685
hsa_circRNA_102240,hsa_circ_0046430
hsa_circRNA_103258,hsa_circ_0063822
hsa_circRNA_008150,hsa_circ_0008150
hsa_circRNA_063089,hsa_circ_0063089
hsa_circRNA_103513,hsa_circ_0006948
hsa_circRNA_101305,hsa_circ_0002807
hsa_circRNA_006411,hsa_circ_0006411
hsa_circRNA_004674,hsa_circ_0004674
hsa_circRNA_103562,hsa_circ_0007345
hsa_circRNA_103719,hsa_circ_0001436
hsa_circRNA_103027,hsa_circ_0001140
hsa_circRNA_000324,hsa_circ_0000324
hsa_circRNA_002381,hsa_circ_0002381
hsa_circRNA_036506,hsa_circ_0036506
hsa_circRNA_020748,hsa_circ_0020748
hsa_circRNA_103373,hsa_circ_0065518
hsa_circRNA_033149,hsa_circ_0033149
hsa_circRNA_103566,hsa_circ_0068702
hsa_circRNA_002237,hsa_circ_0002237
hsa_circRNA_100056,hsa_circ_0007677
hsa_circRNA_100006,hsa_circ_0009250
hsa_circRNA_102476,hsa_circ_0007396
hsa_circRNA_102659,hsa_circ_0053394
hsa_circRNA_008264,hsa_circ_0008264
hsa_circRNA_101920,hsa_circ_0007027
hsa_circRNA_103529,hsa_circ_0009131
hsa_circRNA_103947,hsa_circ_0073993
hsa_circRNA_092541,hsa_circ_0001409
hsa_circRNA_104759,hsa_circ_0007367
hsa_circRNA_104055,hsa_circ_0001573
hsa_circRNA_101848,hsa_circ_0008700
hsa_circRNA_102088,hsa_circ_0006255
hsa_circRNA_000937,hsa_circ_0000937
hsa_circRNA_066617,hsa_circ_0066617
hsa_circRNA_102357,hsa_circ_0047582
hsa_circRNA_000815,hsa_circ_0000382
hsa_circRNA_104427,hsa_circ_0081207
hsa_circRNA_103385,hsa_circ_0065902
hsa_circRNA_102148,hsa_circ_0045006
hsa_circRNA_104375,hsa_circ_0080212
hsa_circRNA_100487,hsa_circ_0005223
hsa_circRNA_011228,hsa_circ_0011228
hsa_circRNA_010884,hsa_circ_0010884
hsa_circRNA_100566,hsa_circ_0017972
hsa_circRNA_010921,hsa_circ_0010921
hsa_circRNA_102967,hsa_circ_0059009
hsa_circRNA_103682,hsa_circ_0006618
hsa_circRNA_045850,hsa_circ_0045850
hsa_circRNA_103736,hsa_circ_0070933
hsa_circRNA_022917,hsa_circ_0022917
hsa_circRNA_101306,hsa_circ_0031017
hsa_circRNA_000649,hsa_circ_0000649
hsa_circRNA_104097,hsa_circ_0076070
hsa_circRNA_005317,hsa_circ_0005317
hsa_circRNA_090682,hsa_circ_0090682
hsa_circRNA_101781,hsa_circ_0006012
hsa_circRNA_103671,hsa_circ_0070098
hsa_circRNA_100373,hsa_circ_0003039
hsa_circRNA_003188,hsa_circ_0003188
hsa_circRNA_100694,hsa_circ_0020175
hsa_circRNA_100440,hsa_circ_0006123
hsa_circRNA_036052,hsa_circ_0036052
hsa_circRNA_104540,hsa_circ_0005939
hsa_circRNA_104964,hsa_circ_0006502
hsa_circRNA_101655,hsa_circ_0000660
hsa_circRNA_103966,hsa_circ_0006716
hsa_circRNA_104755,hsa_circ_0086686
hsa_circRNA_102558,hsa_circ_0051218
hsa_circRNA_019744,hsa_circ_0019744
hsa_circRNA_103793,hsa_circ_0005683
hsa_circRNA_005019,hsa_circ_0005019
hsa_circRNA_083026,hsa_circ_0083026
hsa_circRNA_102682,hsa_circ_0005442
hsa_circRNA_104952,hsa_circ_0089294
hsa_circRNA_100490,hsa_circ_0006415
hsa_circRNA_100643,hsa_circ_0019079
hsa_circRNA_100019,hsa_circ_0009362
hsa_circRNA_103806,hsa_circ_0072046
hsa_circRNA_104016,hsa_circ_0075048
hsa_circRNA_100140,hsa_circ_0005674
hsa_circRNA_102195,hsa_circ_0045714
hsa_circRNA_103673,hsa_circ_0070101
hsa_circRNA_089944,hsa_circ_0089944
hsa_circRNA_100096,hsa_circ_0002720
hsa_circRNA_015374,hsa_circ_0015374
hsa_circRNA_005650,hsa_circ_0005650
hsa_circRNA_101743,hsa_circ_0006797
hsa_circRNA_061557,hsa_circ_0061557
hsa_circRNA_102326,hsa_circ_0047232
hsa_circRNA_100225,hsa_circ_0012425
hsa_circRNA_101409,hsa_circ_0032708
hsa_circRNA_100996,hsa_circ_0024920
hsa_circRNA_104854,hsa_circ_0087862
hsa_circRNA_101022,hsa_circ_0008664
hsa_circRNA_052973,hsa_circ_0052973
hsa_circRNA_001109,hsa_circ_0001056
hsa_circRNA_084725,hsa_circ_0084725
hsa_circRNA_001096,hsa_circ_0000866
hsa_circRNA_103985,hsa_circ_0007551
hsa_circRNA_000597,hsa_circ_0000597
hsa_circRNA_062898,hsa_circ_0062898
hsa_circRNA_023525,hsa_circ_0023525
hsa_circRNA_103559,hsa_circ_0005051
hsa_circRNA_058123,hsa_circ_0058123
hsa_circRNA_103101,hsa_circ_0061111
hsa_circRNA_100306,hsa_circ_0013615
hsa_circRNA_104442,hsa_circ_0006501
hsa_circRNA_104076,hsa_circ_0075748
hsa_circRNA_104058,hsa_circ_0075629
hsa_circRNA_101809,hsa_circ_0008558
hsa_circRNA_102748,hsa_circ_0007961
hsa_circRNA_104834,hsa_circ_0008720
