circRNA,Alias
hsa_circRNA_101723,hsa_circ_0038117
hsa_circRNA_000145,hsa_circ_0000145
hsa_circRNA_014233,hsa_circ_0014233
hsa_circRNA_103618,hsa_circ_0069399
hsa_circRNA_006295,hsa_circ_0006295
hsa_circRNA_000598,hsa_circ_0000589
hsa_circRNA_082797,hsa_circ_0082797
hsa_circRNA_082798,hsa_circ_0082798
hsa_circRNA_001565,hsa_circ_0001565
hsa_circRNA_100734,hsa_circ_0020728
hsa_circRNA_002646,hsa_circ_0002646
hsa_circRNA_005030,hsa_circ_0005030
hsa_circRNA_021620,hsa_circ_0021620
hsa_circRNA_102482,hsa_circ_0049997
hsa_circRNA_021157,hsa_circ_0021157
hsa_circRNA_007529,hsa_circ_0007529
hsa_circRNA_057183,hsa_circ_0057183
hsa_circRNA_078402,hsa_circ_0078402
hsa_circRNA_064743,hsa_circ_0064743
hsa_circRNA_002796,hsa_circ_0002796
hsa_circRNA_104468,hsa_circ_0082139
hsa_circRNA_100507,hsa_circ_0009150
hsa_circRNA_104423,hsa_circ_0001721
hsa_circRNA_102402,hsa_circ_0048232
hsa_circRNA_010027,hsa_circ_0010027
hsa_circRNA_104983,hsa_circ_0089974
hsa_circRNA_008198,hsa_circ_0008198
hsa_circRNA_044189,hsa_circ_0044189
hsa_circRNA_104609,hsa_circ_0084162
hsa_circRNA_100932,hsa_circ_0023966
hsa_circRNA_103949,hsa_circ_0073997
hsa_circRNA_005076,hsa_circ_0005076
hsa_circRNA_005809,hsa_circ_0005809
hsa_circRNA_089315,hsa_circ_0089315
hsa_circRNA_100630,hsa_circ_0005235
hsa_circRNA_080872,hsa_circ_0080872
hsa_circRNA_101937,hsa_circ_0002637
hsa_circRNA_100893,hsa_circ_0023696
hsa_circRNA_104619,hsa_circ_0084429
hsa_circRNA_024379,hsa_circ_0024379
hsa_circRNA_102603,hsa_circ_0052320
hsa_circRNA_104943,hsa_circ_0089175
hsa_circRNA_004541,hsa_circ_0004541
hsa_circRNA_001464,hsa_circ_0001464
hsa_circRNA_000132,hsa_circ_0000132
hsa_circRNA_082720,hsa_circ_0082720
hsa_circRNA_000461,hsa_circ_0000461
hsa_circRNA_100909,hsa_circ_0006629
hsa_circRNA_069655,hsa_circ_0069655
hsa_circRNA_100558,hsa_circ_0006780
hsa_circRNA_001026,hsa_circ_0000141
hsa_circRNA_104368,hsa_circ_0008729
hsa_circRNA_102826,hsa_circ_0001070
hsa_circRNA_400051,hsa_circ_0092316
hsa_circRNA_003907,hsa_circ_0003907
hsa_circRNA_038516,hsa_circ_0038516
hsa_circRNA_060762,hsa_circ_0060762
hsa_circRNA_103148,hsa_circ_0062022
hsa_circRNA_100720,hsa_circ_0020394
hsa_circRNA_007008,hsa_circ_0007008
hsa_circRNA_069574,hsa_circ_0069574
hsa_circRNA_104166,hsa_circ_0077527
hsa_circRNA_104364,hsa_circ_0007145
hsa_circRNA_101611,hsa_circ_0036413
hsa_circRNA_103680,hsa_circ_0003549
hsa_circRNA_100805,hsa_circ_0007001
hsa_circRNA_043821,hsa_circ_0043821
hsa_circRNA_092455,hsa_circ_0000864
hsa_circRNA_084553,hsa_circ_0084553
hsa_circRNA_104399,hsa_circ_0080576
hsa_circRNA_073713,hsa_circ_0073713
hsa_circRNA_001198,hsa_circ_0001198
hsa_circRNA_102327,hsa_circ_0047253
hsa_circRNA_103087,hsa_circ_0060904
hsa_circRNA_104158,hsa_circ_0007217
hsa_circRNA_080543,hsa_circ_0080543
hsa_circRNA_103670,hsa_circ_0006168
hsa_circRNA_101803,hsa_circ_0003520
hsa_circRNA_101160,hsa_circ_0028502
hsa_circRNA_090986,hsa_circ_0090986
hsa_circRNA_104369,hsa_circ_0080183
hsa_circRNA_065916,hsa_circ_0065916
hsa_circRNA_005412,hsa_circ_0005412
hsa_circRNA_016519,hsa_circ_0016519
hsa_circRNA_005458,hsa_circ_0005458
hsa_circRNA_102565,hsa_circ_0008590
hsa_circRNA_104003,hsa_circ_0074903
hsa_circRNA_103197,hsa_circ_0002954
hsa_circRNA_101897,hsa_circ_0040784
hsa_circRNA_102590,hsa_circ_0051899
hsa_circRNA_004878,hsa_circ_0004878
hsa_circRNA_101458,hsa_circ_0034044
hsa_circRNA_039187,hsa_circ_0039187
hsa_circRNA_051123,hsa_circ_0051123
hsa_circRNA_013141,hsa_circ_0013141
hsa_circRNA_063811,hsa_circ_0063811
hsa_circRNA_037128,hsa_circ_0037128
hsa_circRNA_104435,hsa_circ_0001727
hsa_circRNA_008794,hsa_circ_0008794
hsa_circRNA_025054,hsa_circ_0025054
hsa_circRNA_103106,hsa_circ_0007609
hsa_circRNA_008939,hsa_circ_0008939
hsa_circRNA_085743,hsa_circ_0085743
hsa_circRNA_067744,hsa_circ_0067744
hsa_circRNA_104014,hsa_circ_0075026
hsa_circRNA_102484,hsa_circ_0005571
hsa_circRNA_103986,hsa_circ_0074623
hsa_circRNA_007581,hsa_circ_0007581
hsa_circRNA_101584,hsa_circ_0036200
hsa_circRNA_101778,hsa_circ_0038728
hsa_circRNA_101469,hsa_circ_0034325
hsa_circRNA_102263,hsa_circ_0046547
hsa_circRNA_100931,hsa_circ_0023956
hsa_circRNA_061260,hsa_circ_0061260
hsa_circRNA_002520,hsa_circ_0002520
hsa_circRNA_101965,hsa_circ_0000740
hsa_circRNA_047463,hsa_circ_0047463
hsa_circRNA_104001,hsa_circ_0001550
hsa_circRNA_102330,hsa_circ_0047281
hsa_circRNA_089652,hsa_circ_0089652
hsa_circRNA_104680,hsa_circ_0085473
hsa_circRNA_104315,hsa_circ_0079480
hsa_circRNA_061482,hsa_circ_0061482
hsa_circRNA_018332,hsa_circ_0018332
hsa_circRNA_065926,hsa_circ_0065926
hsa_circRNA_000416,hsa_circ_0000416
hsa_circRNA_102689,hsa_circ_0054021
hsa_circRNA_101234,hsa_circ_0004865
hsa_circRNA_100627,hsa_circ_0007797
hsa_circRNA_006562,hsa_circ_0006562
hsa_circRNA_024948,hsa_circ_0024948
hsa_circRNA_100926,hsa_circ_0023942
hsa_circRNA_016503,hsa_circ_0016503
hsa_circRNA_104395,hsa_circ_0008121
hsa_circRNA_019608,hsa_circ_0019608
hsa_circRNA_101515,hsa_circ_0035197
hsa_circRNA_100839,hsa_circ_0022570
hsa_circRNA_101018,hsa_circ_0025513
hsa_circRNA_017502,hsa_circ_0017502
hsa_circRNA_100530,hsa_circ_0007796
hsa_circRNA_009246,hsa_circ_0009246
hsa_circRNA_104717,hsa_circ_0004423
hsa_circRNA_050565,hsa_circ_0050565
hsa_circRNA_000928,hsa_circ_0000928
hsa_circRNA_002427,hsa_circ_0002427
hsa_circRNA_102968,hsa_circ_0005154
hsa_circRNA_025332,hsa_circ_0025332
hsa_circRNA_103568,hsa_circ_0068708
hsa_circRNA_102221,hsa_circ_0046131
hsa_circRNA_043820,hsa_circ_0043820
hsa_circRNA_102829,hsa_circ_0001072
hsa_circRNA_100012,hsa_circ_0009353
hsa_circRNA_001072,hsa_circ_0000667
hsa_circRNA_007819,hsa_circ_0007819
hsa_circRNA_040825,hsa_circ_0040825
hsa_circRNA_101250,hsa_circ_0000475
hsa_circRNA_102164,hsa_circ_0045220
hsa_circRNA_104461,hsa_circ_0081961
hsa_circRNA_000774,hsa_circ_0000774
hsa_circRNA_104486,hsa_circ_0002190
hsa_circRNA_100400,hsa_circ_0003572
hsa_circRNA_004764,hsa_circ_0004764
hsa_circRNA_011267,hsa_circ_0011267
hsa_circRNA_100449,hsa_circ_0007772
hsa_circRNA_001166,hsa_circ_0001556
hsa_circRNA_080087,hsa_circ_0080087
hsa_circRNA_001926,hsa_circ_0001926
hsa_circRNA_003027,hsa_circ_0003027
hsa_circRNA_104587,hsa_circ_0083902
hsa_circRNA_006863,hsa_circ_0006863
hsa_circRNA_000165,hsa_circ_0000165
hsa_circRNA_012299,hsa_circ_0012299
hsa_circRNA_104430,hsa_circ_0081313
hsa_circRNA_100588,hsa_circ_0018293
hsa_circRNA_005970,hsa_circ_0005970
hsa_circRNA_037558,hsa_circ_0037558
hsa_circRNA_103707,hsa_circ_0008012
hsa_circRNA_057822,hsa_circ_0057822
hsa_circRNA_102677,hsa_circ_0002017
hsa_circRNA_400065,hsa_circ_0092317
hsa_circRNA_102950,hsa_circ_0058794
hsa_circRNA_000694,hsa_circ_0000694
hsa_circRNA_101007,hsa_circ_0025372
hsa_circRNA_100546,hsa_circ_0007292
hsa_circRNA_100416,hsa_circ_0015537
hsa_circRNA_027914,hsa_circ_0027914
hsa_circRNA_102127,hsa_circ_0044646
hsa_circRNA_007494,hsa_circ_0007494
hsa_circRNA_006543,hsa_circ_0006543
hsa_circRNA_071095,hsa_circ_0071095
hsa_circRNA_046157,hsa_circ_0046157
hsa_circRNA_004875,hsa_circ_0004875
hsa_circRNA_101962,hsa_circ_0006806
hsa_circRNA_100146,hsa_circ_0011385
hsa_circRNA_092448,hsa_circ_0000811
hsa_circRNA_101735,hsa_circ_0006976
hsa_circRNA_000207,hsa_circ_0000207
hsa_circRNA_101028,hsa_circ_0025693
hsa_circRNA_102411,hsa_circ_0048492
hsa_circRNA_100753,hsa_circ_0002969
hsa_circRNA_033194,hsa_circ_0033194
hsa_circRNA_000148,hsa_circ_0000148
hsa_circRNA_104187,hsa_circ_0077824
hsa_circRNA_007738,hsa_circ_0007738
hsa_circRNA_100716,hsa_circ_0005418
hsa_circRNA_045590,hsa_circ_0045590
hsa_circRNA_102460,hsa_circ_0049657
hsa_circRNA_102210,hsa_circ_0045897
hsa_circRNA_102575,hsa_circ_0051527
hsa_circRNA_100052,hsa_circ_0009904
hsa_circRNA_018886,hsa_circ_0018886
hsa_circRNA_063503,hsa_circ_0063503
hsa_circRNA_060502,hsa_circ_0060502
hsa_circRNA_009130,hsa_circ_0009130
hsa_circRNA_101624,hsa_circ_0036580
hsa_circRNA_104895,hsa_circ_0003076
hsa_circRNA_080272,hsa_circ_0080272
hsa_circRNA_087798,hsa_circ_0087798
hsa_circRNA_079988,hsa_circ_0079988
hsa_circRNA_103448,hsa_circ_0067029
hsa_circRNA_019225,hsa_circ_0019225
hsa_circRNA_102555,hsa_circ_0002882
hsa_circRNA_103112,hsa_circ_0001178
hsa_circRNA_080217,hsa_circ_0080217
hsa_circRNA_103491,hsa_circ_0003502
hsa_circRNA_100522,hsa_circ_0017439
hsa_circRNA_100527,hsa_circ_0017446
hsa_circRNA_100150,hsa_circ_0011424
hsa_circRNA_004077,hsa_circ_0004077
hsa_circRNA_103852,hsa_circ_0072665
hsa_circRNA_100411,hsa_circ_0015453
hsa_circRNA_103479,hsa_circ_0067494
hsa_circRNA_003813,hsa_circ_0003813
hsa_circRNA_102085,hsa_circ_0003899
hsa_circRNA_069087,hsa_circ_0069087
hsa_circRNA_023461,hsa_circ_0023461
hsa_circRNA_100935,hsa_circ_0023990
hsa_circRNA_103181,hsa_circ_0062603
hsa_circRNA_027904,hsa_circ_0027904
hsa_circRNA_102697,hsa_circ_0054205
hsa_circRNA_100027,hsa_circ_0007427
hsa_circRNA_009608,hsa_circ_0009608
hsa_circRNA_001640,hsa_circ_0001640
hsa_circRNA_103791,hsa_circ_0071869
hsa_circRNA_086277,hsa_circ_0086277
hsa_circRNA_000893,hsa_circ_0000893
hsa_circRNA_103464,hsa_circ_0067204
hsa_circRNA_100468,hsa_circ_0016683
hsa_circRNA_103554,hsa_circ_0068606
hsa_circRNA_067130,hsa_circ_0067130
hsa_circRNA_101220,hsa_circ_0029589
hsa_circRNA_400063,hsa_circ_0092333
hsa_circRNA_022920,hsa_circ_0022920
hsa_circRNA_044171,hsa_circ_0044171
hsa_circRNA_102604,hsa_circ_0005598
hsa_circRNA_102063,hsa_circ_0007766
hsa_circRNA_001459,hsa_circ_0000301
hsa_circRNA_100862,hsa_circ_0023182
hsa_circRNA_102680,hsa_circ_0002348
hsa_circRNA_044065,hsa_circ_0044065
hsa_circRNA_102949,hsa_circ_0058792
hsa_circRNA_105055,hsa_circ_0001946
hsa_circRNA_103864,hsa_circ_0005730
hsa_circRNA_103404,hsa_circ_0066378
hsa_circRNA_007107,hsa_circ_0007107
hsa_circRNA_103497,hsa_circ_0067772
hsa_circRNA_001397,hsa_circ_0001397
hsa_circRNA_075549,hsa_circ_0075549
hsa_circRNA_001653,hsa_circ_0001568
hsa_circRNA_103796,hsa_circ_0003208
hsa_circRNA_009297,hsa_circ_0009297
hsa_circRNA_084051,hsa_circ_0084051
hsa_circRNA_100157,hsa_circ_0011462
hsa_circRNA_101042,hsa_circ_0025841
hsa_circRNA_013071,hsa_circ_0013071
hsa_circRNA_072992,hsa_circ_0072992
hsa_circRNA_100669,hsa_circ_0019612
hsa_circRNA_061273,hsa_circ_0061273
hsa_circRNA_101090,hsa_circ_0027355
hsa_circRNA_101702,hsa_circ_0007846
hsa_circRNA_103804,hsa_circ_0072012
hsa_circRNA_002261,hsa_circ_0002261
hsa_circRNA_042190,hsa_circ_0042190
hsa_circRNA_063739,hsa_circ_0063739
hsa_circRNA_090959,hsa_circ_0090959
hsa_circRNA_012389,hsa_circ_0012389
hsa_circRNA_100822,hsa_circ_0022168
hsa_circRNA_101324,hsa_circ_0031286
hsa_circRNA_104349,hsa_circ_0079929
hsa_circRNA_103942,hsa_circ_0003180
hsa_circRNA_004397,hsa_circ_0004397
hsa_circRNA_005855,hsa_circ_0005855
hsa_circRNA_101361,hsa_circ_0032068
hsa_circRNA_102171,hsa_circ_0004789
hsa_circRNA_101380,hsa_circ_0032368
hsa_circRNA_103692,hsa_circ_0070389
hsa_circRNA_400041,hsa_circ_0092323
hsa_circRNA_082680,hsa_circ_0082680
hsa_circRNA_054220,hsa_circ_0054220
hsa_circRNA_105026,hsa_circ_0007733
hsa_circRNA_003599,hsa_circ_0003599
hsa_circRNA_007911,hsa_circ_0007911
hsa_circRNA_059204,hsa_circ_0059204
hsa_circRNA_015911,hsa_circ_0015911
hsa_circRNA_100232,hsa_circ_0012567
hsa_circRNA_103499,hsa_circ_0001355
hsa_circRNA_030050,hsa_circ_0030050
hsa_circRNA_089039,hsa_circ_0089039
hsa_circRNA_004867,hsa_circ_0004867
hsa_circRNA_079422,hsa_circ_0079422
hsa_circRNA_100901,hsa_circ_0023746
hsa_circRNA_002625,hsa_circ_0002625
hsa_circRNA_103225,hsa_circ_0063331
hsa_circRNA_102513,hsa_circ_0050486
hsa_circRNA_103585,hsa_circ_0005881
hsa_circRNA_030643,hsa_circ_0030643
hsa_circRNA_002005,hsa_circ_0002005
hsa_circRNA_102107,hsa_circ_0008586
hsa_circRNA_102749,hsa_circ_0055002
hsa_circRNA_006062,hsa_circ_0006062
hsa_circRNA_000671,hsa_circ_0001221
hsa_circRNA_001728,hsa_circ_0001728
hsa_circRNA_009154,hsa_circ_0009154
hsa_circRNA_400008,hsa_circ_0092275
hsa_circRNA_103295,hsa_circ_0064379
hsa_circRNA_079948,hsa_circ_0079948
hsa_circRNA_102094,hsa_circ_0004422
hsa_circRNA_049279,hsa_circ_0049279
hsa_circRNA_022515,hsa_circ_0022515
hsa_circRNA_100162,hsa_circ_0000051
hsa_circRNA_102231,hsa_circ_0046263
hsa_circRNA_063598,hsa_circ_0063598
hsa_circRNA_104762,hsa_circ_0003141
hsa_circRNA_101600,hsa_circ_0036374
hsa_circRNA_101291,hsa_circ_0030741
hsa_circRNA_102321,hsa_circ_0004864
hsa_circRNA_002369,hsa_circ_0002369
hsa_circRNA_104512,hsa_circ_0082711
hsa_circRNA_050792,hsa_circ_0050792
hsa_circRNA_026399,hsa_circ_0026399
hsa_circRNA_100165,hsa_circ_0004709
hsa_circRNA_016950,hsa_circ_0016950
hsa_circRNA_062139,hsa_circ_0062139
hsa_circRNA_082894,hsa_circ_0082894
hsa_circRNA_101749,hsa_circ_0038366
hsa_circRNA_103725,hsa_circ_0070700
hsa_circRNA_001275,hsa_circ_0001131
hsa_circRNA_074441,hsa_circ_0074441
hsa_circRNA_001894,hsa_circ_0001894
hsa_circRNA_103261,hsa_circ_0003343
hsa_circRNA_103369,hsa_circ_0003927
hsa_circRNA_103306,hsa_circ_0064555
hsa_circRNA_000618,hsa_circ_0000708
hsa_circRNA_006719,hsa_circ_0006719
hsa_circRNA_100958,hsa_circ_0024457
hsa_circRNA_001862,hsa_circ_0001862
hsa_circRNA_103904,hsa_circ_0073177
hsa_circRNA_082710,hsa_circ_0082710
hsa_circRNA_103060,hsa_circ_0060262
hsa_circRNA_006198,hsa_circ_0006198
hsa_circRNA_026074,hsa_circ_0026074
hsa_circRNA_102386,hsa_circ_0007725
hsa_circRNA_035426,hsa_circ_0035426
hsa_circRNA_010994,hsa_circ_0010994
hsa_circRNA_100736,hsa_circ_0003379
hsa_circRNA_081001,hsa_circ_0081001
hsa_circRNA_102662,hsa_circ_0053441
hsa_circRNA_001084,hsa_circ_0001084
hsa_circRNA_001770,hsa_circ_0001770
hsa_circRNA_061185,hsa_circ_0061185
hsa_circRNA_102732,hsa_circ_0002607
hsa_circRNA_101030,hsa_circ_0025711
hsa_circRNA_055012,hsa_circ_0055012
hsa_circRNA_100602,hsa_circ_0005368
hsa_circRNA_006622,hsa_circ_0006622
hsa_circRNA_000881,hsa_circ_0000788
hsa_circRNA_101242,hsa_circ_0029853
hsa_circRNA_400002,hsa_circ_0092370
hsa_circRNA_002871,hsa_circ_0002871
hsa_circRNA_101401,hsa_circ_0032641
hsa_circRNA_087004,hsa_circ_0087004
hsa_circRNA_044067,hsa_circ_0044067
hsa_circRNA_026378,hsa_circ_0026378
hsa_circRNA_001205,hsa_circ_0001892
hsa_circRNA_000571,hsa_circ_0000040
hsa_circRNA_100189,hsa_circ_0011951
hsa_circRNA_001089,hsa_circ_0001089
hsa_circRNA_104220,hsa_circ_0006936
hsa_circRNA_027070,hsa_circ_0027070
hsa_circRNA_102707,hsa_circ_0054302
hsa_circRNA_008208,hsa_circ_0008208
hsa_circRNA_103812,hsa_circ_0003227
hsa_circRNA_006773,hsa_circ_0006773
hsa_circRNA_100973,hsa_circ_0024626
hsa_circRNA_008538,hsa_circ_0008538
hsa_circRNA_062551,hsa_circ_0062551
hsa_circRNA_105022,hsa_circ_0091291
hsa_circRNA_100960,hsa_circ_0007372
hsa_circRNA_000799,hsa_circ_0000325
hsa_circRNA_104197,hsa_circ_0009034
hsa_circRNA_100443,hsa_circ_0000179
hsa_circRNA_101683,hsa_circ_0007275
hsa_circRNA_001921,hsa_circ_0001921
hsa_circRNA_004286,hsa_circ_0004286
hsa_circRNA_085018,hsa_circ_0085018
hsa_circRNA_103996,hsa_circ_0074806
hsa_circRNA_101892,hsa_circ_0008291
hsa_circRNA_067058,hsa_circ_0067058
hsa_circRNA_045361,hsa_circ_0045361
hsa_circRNA_001405,hsa_circ_0001167
hsa_circRNA_100858,hsa_circ_0023060
hsa_circRNA_100797,hsa_circ_0021728
hsa_circRNA_400010,hsa_circ_0092293
hsa_circRNA_100505,hsa_circ_0017252
hsa_circRNA_103777,hsa_circ_0001461
hsa_circRNA_005721,hsa_circ_0005721
hsa_circRNA_101212,hsa_circ_0029410
hsa_circRNA_076256,hsa_circ_0076256
hsa_circRNA_036782,hsa_circ_0036782
hsa_circRNA_100431,hsa_circ_0003639
hsa_circRNA_101117,hsa_circ_0006419
hsa_circRNA_103080,hsa_circ_0008212
hsa_circRNA_102914,hsa_circ_0058189
hsa_circRNA_008006,hsa_circ_0008006
hsa_circRNA_015298,hsa_circ_0015298
hsa_circRNA_006997,hsa_circ_0006997
hsa_circRNA_004189,hsa_circ_0004189
hsa_circRNA_000268,hsa_circ_0000268
hsa_circRNA_026155,hsa_circ_0026155
hsa_circRNA_055823,hsa_circ_0055823
hsa_circRNA_045581,hsa_circ_0045581
hsa_circRNA_015261,hsa_circ_0015261
hsa_circRNA_001673,hsa_circ_0001673
hsa_circRNA_003552,hsa_circ_0003552
hsa_circRNA_011297,hsa_circ_0011297
hsa_circRNA_015270,hsa_circ_0015270
hsa_circRNA_001860,hsa_circ_0001351
hsa_circRNA_000484,hsa_circ_0000484
hsa_circRNA_102840,hsa_circ_0003339
hsa_circRNA_102780,hsa_circ_0055588
hsa_circRNA_103531,hsa_circ_0068221
hsa_circRNA_043397,hsa_circ_0043397
hsa_circRNA_017762,hsa_circ_0017762
hsa_circRNA_003148,hsa_circ_0003148
hsa_circRNA_101132,hsa_circ_0002957
hsa_circRNA_101687,hsa_circ_0004603
hsa_circRNA_074712,hsa_circ_0074712
hsa_circRNA_104036,hsa_circ_0001566
hsa_circRNA_051640,hsa_circ_0051640
hsa_circRNA_100341,hsa_circ_0014263
hsa_circRNA_101016,hsa_circ_0003855
hsa_circRNA_100677,hsa_circ_0005052
hsa_circRNA_100897,hsa_circ_0004831
hsa_circRNA_100907,hsa_circ_0023865
hsa_circRNA_100379,hsa_circ_0000153
hsa_circRNA_018657,hsa_circ_0018657
hsa_circRNA_004796,hsa_circ_0004796
hsa_circRNA_026126,hsa_circ_0026126
hsa_circRNA_011876,hsa_circ_0011876
hsa_circRNA_018699,hsa_circ_0018699
hsa_circRNA_044375,hsa_circ_0044375
hsa_circRNA_001170,hsa_circ_0001482
hsa_circRNA_103120,hsa_circ_0002113
hsa_circRNA_039465,hsa_circ_0039465
hsa_circRNA_020962,hsa_circ_0020962
hsa_circRNA_041124,hsa_circ_0041124
hsa_circRNA_026195,hsa_circ_0026195
hsa_circRNA_102944,hsa_circ_0007321
hsa_circRNA_037621,hsa_circ_0037621
hsa_circRNA_102856,hsa_circ_0006006
hsa_circRNA_008137,hsa_circ_0008137
hsa_circRNA_104489,hsa_circ_0082359
hsa_circRNA_104073,hsa_circ_0007268
hsa_circRNA_043423,hsa_circ_0043423
hsa_circRNA_103635,hsa_circ_0069715
hsa_circRNA_102802,hsa_circ_0056048
hsa_circRNA_101534,hsa_circ_0000605
hsa_circRNA_000685,hsa_circ_0000685
hsa_circRNA_031267,hsa_circ_0031267
hsa_circRNA_102105,hsa_circ_0007591
hsa_circRNA_102795,hsa_circ_0004029
hsa_circRNA_031859,hsa_circ_0031859
hsa_circRNA_003508,hsa_circ_0003508
hsa_circRNA_104415,hsa_circ_0080813
hsa_circRNA_089507,hsa_circ_0089507
hsa_circRNA_104515,hsa_circ_0002980
hsa_circRNA_104243,hsa_circ_0003666
hsa_circRNA_104244,hsa_circ_0006305
hsa_circRNA_049055,hsa_circ_0049055
hsa_circRNA_000212,hsa_circ_0000705
hsa_circRNA_000164,hsa_circ_0000164
hsa_circRNA_100299,hsa_circ_0005664
hsa_circRNA_100415,hsa_circ_0015529
hsa_circRNA_005887,hsa_circ_0005887
hsa_circRNA_001093,hsa_circ_0001093
hsa_circRNA_044352,hsa_circ_0044352
hsa_circRNA_069714,hsa_circ_0069714
hsa_circRNA_038064,hsa_circ_0038064
hsa_circRNA_038066,hsa_circ_0038066
hsa_circRNA_104821,hsa_circ_0001875
hsa_circRNA_089978,hsa_circ_0089978
hsa_circRNA_103975,hsa_circ_0074323
hsa_circRNA_101025,hsa_circ_0025633
hsa_circRNA_075172,hsa_circ_0075172
hsa_circRNA_002392,hsa_circ_0002392
hsa_circRNA_000930,hsa_circ_0000930
hsa_circRNA_016476,hsa_circ_0016476
hsa_circRNA_068765,hsa_circ_0068765
hsa_circRNA_001355,hsa_circ_0000312
hsa_circRNA_008969,hsa_circ_0008969
hsa_circRNA_102035,hsa_circ_0005565
hsa_circRNA_069234,hsa_circ_0069234
hsa_circRNA_018744,hsa_circ_0018744
hsa_circRNA_050894,hsa_circ_0050894
hsa_circRNA_041597,hsa_circ_0041597
hsa_circRNA_041598,hsa_circ_0041598
hsa_circRNA_091420,hsa_circ_0091420
hsa_circRNA_041125,hsa_circ_0041125
hsa_circRNA_100989,hsa_circ_0000370
hsa_circRNA_026426,hsa_circ_0026426
hsa_circRNA_032059,hsa_circ_0032059
hsa_circRNA_101163,hsa_circ_0028587
hsa_circRNA_001475,hsa_circ_0001475
hsa_circRNA_023691,hsa_circ_0023691
hsa_circRNA_103956,hsa_circ_0074146
hsa_circRNA_104662,hsa_circ_0085096
hsa_circRNA_104494,hsa_circ_0082415
hsa_circRNA_040474,hsa_circ_0040474
hsa_circRNA_050301,hsa_circ_0050301
hsa_circRNA_026127,hsa_circ_0026127
hsa_circRNA_104483,hsa_circ_0082316
hsa_circRNA_100130,hsa_circ_0011245
hsa_circRNA_063472,hsa_circ_0063472
hsa_circRNA_103494,hsa_circ_0001348
hsa_circRNA_102115,hsa_circ_0044396
hsa_circRNA_073237,hsa_circ_0073237
hsa_circRNA_016113,hsa_circ_0016113
hsa_circRNA_023787,hsa_circ_0023787
hsa_circRNA_005624,hsa_circ_0005624
hsa_circRNA_103421,hsa_circ_0004968
hsa_circRNA_104732,hsa_circ_0086293
hsa_circRNA_102895,hsa_circ_0003218
hsa_circRNA_089339,hsa_circ_0089339
hsa_circRNA_001183,hsa_circ_0001183
hsa_circRNA_103438,hsa_circ_0066875
hsa_circRNA_103436,hsa_circ_0006884
hsa_circRNA_055983,hsa_circ_0055983
hsa_circRNA_058192,hsa_circ_0058192
hsa_circRNA_104261,hsa_circ_0078616
hsa_circRNA_032944,hsa_circ_0032944
hsa_circRNA_002124,hsa_circ_0002124
hsa_circRNA_023610,hsa_circ_0023610
hsa_circRNA_061828,hsa_circ_0061828
hsa_circRNA_012133,hsa_circ_0012133
hsa_circRNA_100462,hsa_circ_0002577
hsa_circRNA_100957,hsa_circ_0007827
hsa_circRNA_103774,hsa_circ_0003461
hsa_circRNA_081419,hsa_circ_0081419
hsa_circRNA_070830,hsa_circ_0070830
hsa_circRNA_089630,hsa_circ_0089630
hsa_circRNA_092551,hsa_circ_0001527
hsa_circRNA_090360,hsa_circ_0090360
hsa_circRNA_063575,hsa_circ_0063575
hsa_circRNA_001259,hsa_circ_0000077
hsa_circRNA_007407,hsa_circ_0007407
hsa_circRNA_047733,hsa_circ_0047733
hsa_circRNA_102373,hsa_circ_0004223
hsa_circRNA_002809,hsa_circ_0002809
hsa_circRNA_103518,hsa_circ_0007042
hsa_circRNA_002677,hsa_circ_0002677
hsa_circRNA_101023,hsa_circ_0004426
hsa_circRNA_104885,hsa_circ_0088128
hsa_circRNA_100284,hsa_circ_0003513
hsa_circRNA_027689,hsa_circ_0027689
hsa_circRNA_104902,hsa_circ_0088300
hsa_circRNA_102860,hsa_circ_0057163
hsa_circRNA_103353,hsa_circ_0065237
hsa_circRNA_063459,hsa_circ_0063459
hsa_circRNA_074206,hsa_circ_0074206
hsa_circRNA_048164,hsa_circ_0048164
hsa_circRNA_027545,hsa_circ_0027545
hsa_circRNA_003566,hsa_circ_0003566
hsa_circRNA_100919,hsa_circ_0002513
hsa_circRNA_006243,hsa_circ_0006243
hsa_circRNA_104774,hsa_circ_0087023
hsa_circRNA_049962,hsa_circ_0049962
hsa_circRNA_101128,hsa_circ_0000437
hsa_circRNA_092564,hsa_circ_0001651
hsa_circRNA_043944,hsa_circ_0043944
hsa_circRNA_043943,hsa_circ_0043943
hsa_circRNA_084172,hsa_circ_0084172
hsa_circRNA_101431,hsa_circ_0006947
hsa_circRNA_104654,hsa_circ_0003214
hsa_circRNA_087333,hsa_circ_0087333
hsa_circRNA_078668,hsa_circ_0078668
hsa_circRNA_001750,hsa_circ_0001750
hsa_circRNA_103480,hsa_circ_0007348
hsa_circRNA_047771,hsa_circ_0047771
hsa_circRNA_014094,hsa_circ_0014094
hsa_circRNA_103363,hsa_circ_0065299
hsa_circRNA_101354,hsa_circ_0009104
hsa_circRNA_104239,hsa_circ_0078389
hsa_circRNA_100267,hsa_circ_0002570
hsa_circRNA_103437,hsa_circ_0008394
hsa_circRNA_091558,hsa_circ_0091558
hsa_circRNA_102817,hsa_circ_0056390
hsa_circRNA_101113,hsa_circ_0002886
hsa_circRNA_101724,hsa_circ_0008120
